"","attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","choice","oraclechoice"
"1",9.49040221050382,0.73144469410181,7.54675026983023,4.29000931209885,1.50080282357521,14.311031625839,0,0.216754862863576,0.891144645072327,3,3,4,0.1,5.88010965544524,1.49597659390081,14.3889940186298,1,3
"2",9.49040221050382,0.73144469410181,7.54675026983023,4.29000931209885,1.50080282357521,14.311031625839,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,-2.5917104810264,0.497646019467222,4.4350409224058,2,3
"22",4.15607118513435,4.55102417618036,9.71055655973032,8.75981969526038,14.4330693664961,11.4255360479001,0,0.216754862863576,0.891144645072327,3,3,4,0.1,8.70711505301545,13.8484090991072,12.2866156216004,2,2
"21",4.15607118513435,4.55102417618036,9.71055655973032,8.75981969526038,14.4330693664961,11.4255360479001,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,2.96604465030605,6.13293219986206,1.54149276230622,2,2
"3",7.14508535340428,9.96612856863067,5.06270894315094,7.34914857312106,9.73742052912712,12.4620961840264,0,0.216754862863576,0.891144645072327,3,3,4,0.1,8.09788639270345,10.8376569925233,12.2028970634623,3,3
"31",7.14508535340428,9.96612856863067,5.06270894315094,7.34914857312106,9.73742052912712,12.4620961840264,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,0.503794076035177,0.396762784561888,4.68068527953091,3,3
"4",4.8199900239706,8.41746223624796,5.13701735064387,7.94666303205304,8.50668318802491,3.5842331754975,0,0.216754862863576,0.891144645072327,3,3,4,0.1,8.12638248385784,9.40521104301245,4.3075436924018,2,2
"41",4.8199900239706,8.41746223624796,5.13701735064387,7.94666303205304,8.50668318802491,3.5842331754975,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,2.12124803416948,0.503407215877673,-0.650660399605144,1,1
"5",8.77995934104547,6.54522017110139,4.82370894635096,14.5654469565488,6.90038865781389,9.3308473052457,0,0.216754862863576,0.891144645072327,3,3,4,0.1,14.8830189413296,7.56795270192767,9.36069698121737,1,1
"51",8.77995934104547,6.54522017110139,4.82370894635096,14.5654469565488,6.90038865781389,9.3308473052457,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,3.91766075686548,0.561764288450576,2.94417748847249,1,1
"6",3.88418034650385,0.0659272680059075,9.38319087261334,3.63256638636813,8.48391795298085,2.71348654758185,0,0.216754862863576,0.891144645072327,3,3,4,0.1,4.07905706142553,7.57468810896745,4.45196125716942,2,2
"61",3.88418034650385,0.0659272680059075,9.38319087261334,3.63256638636813,8.48391795298085,2.71348654758185,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,0.0578000243095764,5.02048526522588,-3.47312607370443,2,2
"7",9.04499290045351,0.842913051601499,9.01171715464443,13.374171985779,10.8506239950657,8.47214833949693,0,0.216754862863576,0.891144645072327,3,3,4,0.1,13.8788679431431,9.85218097180189,9.50324314102138,1,1
"71",9.04499290045351,0.842913051601499,9.01171715464443,13.374171985779,10.8506239950657,8.47214833949693,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,3.06390527481765,6.0094870818658,0.16044623765779,1,2
"8",3.88609998160973,7.459288504906,8.95420984365046,12.1361512492876,12.2781948919874,6.31799952825531,0,0.216754862863576,0.891144645072327,3,3,4,0.1,11.6573972661785,12.5584846860897,7.57111997388635,2,2
"81",3.88609998160973,7.459288504906,8.95420984365046,12.1361512492876,12.2781948919874,6.31799952825531,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,5.12473005128863,3.27095707026548,-1.09218732514863,1,1
"9",1.76696498412639,1.73786558909342,8.92545744543895,11.1500109324697,8.41475825873204,1.06850745272823,0,0.216754862863576,0.891144645072327,3,3,4,0.1,10.3192707877874,7.87545757928647,2.88683099929943,2,1
"91",1.76696498412639,1.73786558909342,8.92545744543895,11.1500109324697,8.41475825873204,1.06850745272823,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,5.68662457184184,4.07225331025681,-4.20518467979783,1,1
"10",8.53584753349423,9.13710964843631,2.25361202843487,9.42840199568309,1.03717490332201,7.72280965000391,0,0.216754862863576,0.891144645072327,3,3,4,0.1,10.2522564115892,2.90478580991509,7.37062183068499,2,1
"101",8.53584753349423,9.13710964843631,2.25361202843487,9.42840199568309,1.03717490332201,7.72280965000391,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,0.988510578449044,-4.33867801870696,3.3800767665289,3,3
"11",8.05417287861928,9.71789465518668,3.42915244866163,9.47045163600706,6.15081386058591,5.18541090656072,0,0.216754862863576,0.891144645072327,3,3,4,0.1,10.1853233996288,7.58766575800545,5.36423663062917,1,1
"111",8.05417287861928,9.71789465518668,3.42915244866163,9.47045163600706,6.15081386058591,5.18541090656072,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,1.27487626987706,-1.6061200736725,1.23011445248841,1,1
"12",8.24872852535918,6.89900528639555,3.20645014755428,6.61994489142671,3.92828171839938,1.99806699994951,0,0.216754862863576,0.891144645072327,3,3,4,0.1,7.68728046098192,4.99606016243488,2.47558036951276,1,1
"121",8.24872852535918,6.89900528639555,3.20645014755428,6.61994489142671,3.92828171839938,1.99806699994951,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,-0.529515378283028,-1.40147951798903,-0.548666264492002,3,1
"13",9.1047868761234,7.09167925873771,5.72026313049719,13.7545235501602,13.5286517324857,0.879329808522016,0,0.216754862863576,0.891144645072327,3,3,4,0.1,14.2307768379827,13.5931415116533,2.02350490051136,2,1
"131",9.1047868761234,7.09167925873771,5.72026313049719,13.7545235501602,13.5286517324857,0.879329808522016,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,3.25814963202475,4.21563034535538,-2.57913677286595,2,2
"14",0.457009491510689,9.88808509195223,2.05824960023165,13.935839580372,2.91455328231677,1.90201404970139,0,0.216754862863576,0.891144645072327,3,3,4,0.1,12.5179078462952,4.74057907840404,2.14110524508095,1,1
"141",0.457009491510689,9.88808509195223,2.05824960023165,13.935839580372,2.91455328231677,1.90201404970139,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,8.05756546210371,-3.627195568854,0.0169783111698887,1,1
"15",5.39368811063468,2.72337059257552,3.53586649522185,1.26157285063528,11.481565637514,6.66728989686817,0,0.216754862863576,0.891144645072327,3,3,4,0.1,2.29335201696178,10.8220395542374,6.70793594601462,2,2
"151",5.39368811063468,2.72337059257552,3.53586649522185,1.26157285063528,11.481565637514,6.66728989686817,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,-2.17416282143921,5.3653817976686,2.05539397083874,2,2
"16",0.361374919302762,7.01289142947644,2.53427358111367,9.44446865119971,3.99605422513559,7.98668850213289,0,0.216754862863576,0.891144645072327,3,3,4,0.1,8.4947174351459,5.08114064422155,7.66661081306953,3,1
"161",0.361374919302762,7.01289142947644,2.53427358111367,9.44446865119971,3.99605422513559,7.98668850213289,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,5.43267666844697,-1.42287080701205,3.38508662948013,1,1
"17",4.68264800496399,5.74396894779056,6.68445498216897,3.18170513142832,14.6344859863166,12.1407415915746,0,0.216754862863576,0.891144645072327,3,3,4,0.1,3.85034621622586,14.286477021663,12.2680449795164,3,2
"171",4.68264800496399,5.74396894779056,6.68445498216897,3.18170513142832,14.6344859863166,12.1407415915746,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,-0.644067300548116,5.60580891547882,3.60937900377471,2,2
"18",2.75334256468341,3.99123691488057,2.90300444234163,7.39489850588143,11.3516270800028,7.6604620332364,0,0.216754862863576,0.891144645072327,3,3,4,0.1,7.18672459439399,10.9810616953435,7.4558200494906,2,2
"181",2.75334256468341,3.99123691488057,2.90300444234163,7.39489850588143,11.3516270800028,7.6604620332364,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,2.91354798954053,4.60013287869074,2.99062823687291,2,2
"19",4.38148951623589,7.90914088021964,9.11315168021247,1.06611215975136,2.13963469373994,5.89609173825011,0,0.216754862863576,0.891144645072327,3,3,4,0.1,1.89976930143882,3.62106874659802,7.22959052209619,3,3
"191",4.38148951623589,7.90914088021964,9.11315168021247,1.06611215975136,2.13963469373994,5.89609173825011,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,-1.74154337769284,-3.01546946075869,-1.42986093911262,3,3
"20",8.56437721289694,2.64254226116464,0.946383585687727,10.8650049415883,14.7071499587037,3.00900441594422,0,0.216754862863576,0.891144645072327,3,3,4,0.1,11.5386613806742,13.6789818154044,2.88659141659976,3,2
"201",8.56437721289694,2.64254226116464,0.946383585687727,10.8650049415883,14.7071499587037,3.00900441594422,1,-0.542492572263425,0.595980577187475,3,3,4,0.1,1.82922089217381,7.33161617259694,1.27990212282648,2,2
